ticker,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
GOAU,US Global GO GOLD and Precious Metal Miners ETF,Equity,"$54,664,785.00 ",-1.14%,"65,008",$17.36 ,-0.80%,No,No,0.99%,8.67%,48.98%,N/A,N/A,"$4,362,010.00 ","$4,362,010.00 ","$14,133,020.00 ","$34,814,655.00 ","$45,430,740.00 ","$45,430,740.00 ",Materials,6/28/2017,0.60%,N/A,$0.08 ,12/23/2019,$0.03 ,0.46%,25.87,-0.13,28,58.60%,39%,20%,1099,$15.39 ,$17.80 ,$17.13 ,$17.80 ,63.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.2,21.88%,42.84%,458.83,0.00%,0.00%
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Equity,"$54,658,402.00 ",0.31%,"81,136",$68.22 ,0.83%,No,3x,-0.23%,-5.90%,181.72%,170.34%,N/A,"($3,403,198.00)","($3,403,198.00)","($3,403,198.00)","($14,493,673.50)","$61,590,468.50 ","$61,590,468.50 ",Leveraged Equities,8/19/2015,0.99%,N/A,$0.18 ,9/24/2019,$0.02 ,0.26%,14.99,3.71,46,65.05%,35%,15%,1099,$65.25 ,$75.01 ,$66.31 ,$69.31 ,47.52,N/A,C+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAO,Invesco China Real Estate ETF,Real Estate,"$54,599,974.00 ",0.73%,"12,334",$27.68 ,-1.49%,No,No,0.88%,8.11%,20.92%,67.46%,64.54%,$0.00 ,$0.00 ,$0.00 ,"$13,958,214.00 ","($1,236,374.50)","$9,640,352.00 ",Global Real Estate,12/18/2007,0.70%,N/A,$2.85 ,12/23/2019,$0.96 ,10.17%,7.79,1.09,71,46.40%,35%,15%,1099,$25.33 ,$28.15 ,$27.48 ,$27.89 ,66.23,C,A-,C,B-,C+,C+,C,2.01,2.58%,2.45%,99.59,0.07%,9.39%
IDHQ,Invesco S&P International Developed Quality ETF,Equity,"$54,578,496.00 ",0.42%,"15,269",$26.00 ,-0.95%,No,No,-0.31%,3.21%,32.01%,44.43%,52.87%,$0.00 ,"$2,593,990.00 ","$2,562,564.00 ","$10,793,484.50 ","$23,938,947.00 ","$27,877,471.00 ",Foreign Large Cap Equities,6/13/2007,0.29%,N/A,$0.64 ,12/23/2019,$0.05 ,2.47%,18.15,0.72,245,30.64%,15%,35%,1099,$24.94 ,$26.46 ,$25.84 ,$26.12 ,63.79,C+,C+,B-,B,C+,B-,A-,7.25,74.59%,89.09%,128.17,14.03%,7.14%
GYLD,Arrow Dow Jones Global Yield ETF,Multi-Asset,"$54,450,240.00 ",0.74%,"14,173",$16.23 ,-0.06%,No,No,0.41%,3.50%,14.65%,9.34%,-2.66%,"($1,229,238.75)","($1,229,238.75)","($1,229,238.75)","($6,104,561.25)","($33,274,956.00)","($29,716,629.00)",Diversified Portfolio,5/8/2012,0.75%,N/A,$1.26 ,12/26/2019,$0.12 ,7.68%,8.93,0.75,142,8.83%,35%,15%,1099,$15.57 ,$16.31 ,$16.19 ,$16.27 ,64.36,B,A,B+,C,C+,A,C,3.27,10.10%,9.65%,351.97,0.00%,3.76%
EUM,Short MSCI Emerging Markets ProShares,Equity,"$54,440,528.00 ",-0.35%,"147,520",$17.00 ,1.74%,Yes,No,0.27%,-6.30%,-16.88%,-30.42%,-34.76%,"($3,339,878.00)","($3,339,878.00)","($11,969,151.00)","($38,995,910.50)","($143,126,114.50)","($89,083,114.50)",Inverse Equities,11/1/2007,0.95%,N/A,$0.36 ,12/24/2019,$0.05 ,2.18%,0,-0.88,1213,24.74%,35%,15%,1099,$16.49 ,$18.33 ,$16.93 ,$17.03 ,35.03,A-,A,B-,A+,B-,N/A,N/A,6.7,75.47%,81.14%,0,0.00%,0.00%
WBIE,WBI Bull|Bear Rising Income 1000 ETF,Equity,"$54,412,288.00 ",-0.18%,"7,666",$27.95 ,-0.46%,No,No,-0.93%,0.76%,12.60%,27.76%,15.64%,$0.00 ,$0.00 ,"($1,405,150.00)","$4,662,885.22 ","($13,713,079.78)","($68,039,284.78)",Large Cap Growth Equities,8/25/2014,1.13%,N/A,$0.25 ,9/17/2019,$0.03 ,0.88%,19.91,0.72,50,44.37%,35%,15%,1099,$27.62 ,$28.37 ,$27.89 ,$28.00 ,54.82,B-,B-,C,C,A+,B,C,6.06,81.05%,66.11%,39.98,0.00%,7.70%
DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,Equity,"$54,350,637.00 ",-0.22%,"17,555",$26.51 ,-0.04%,No,No,0.08%,1.47%,32.73%,25.81%,38.14%,$0.00 ,$0.00 ,"($1,320,504.50)","$17,421,689.00 ","$25,290,704.00 ","$25,290,704.00 ",All Cap Equities,3/10/2014,0.60%,N/A,$0.78 ,12/13/2019,$0.30 ,2.93%,19.58,0.75,51,33.85%,N/A,N/A,N/A,$25.82 ,$26.70 ,N/A,N/A,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.69,1.75%,14.45%,665.68,5.42%,3.20%
NUDM,Nuveen ESG International Developed Markets Equity ETF,Equity,"$53,766,200.00 ",-0.33%,"15,288",$26.87 ,-0.78%,No,No,-0.57%,1.78%,25.42%,N/A,N/A,$0.00 ,$0.00 ,"($16,575,480.00)","($6,101,520.00)","$40,300,660.00 ","$40,300,660.00 ",Foreign Large Cap Equities,6/6/2017,0.40%,N/A,$0.92 ,12/27/2019,$0.92 ,3.41%,14.48,0.82,284,19.52%,39%,20%,1099,$26.24 ,$27.26 ,$26.80 ,$26.97 ,59.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.12,96.35%,96.86%,57.27,1.83%,9.27%
FLHY,Franklin Liberty High Yield Corporate ETF,Bond,"$53,614,289.00 ",0.31%,"15,758",$26.27 ,0.00%,No,No,0.22%,1.87%,17.18%,N/A,N/A,$0.00 ,"($19,568,040.00)","($19,568,040.00)","$42,135,674.00 ","$42,135,674.00 ","$42,135,674.00 ",High Yield Bonds,5/30/2018,0.40%,N/A,$1.47 ,12/30/2019,$0.17 ,5.62%,0,0.33,100,18.83%,39%,20%,1099,$25.69 ,$26.40 ,$26.22 ,$26.30 ,77.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.17,42.55%,8.57%,301.66,4.84%,3.01%
PVI,Invesco VRDO Tax-Free Weekly ETF,Bond,"$53,604,896.00 ",0.00%,"8,511",$24.92 ,-0.04%,No,No,0.02%,0.23%,1.05%,2.83%,2.88%,$0.00 ,$0.00 ,"$1,246,589.50 ","($8,727,787.00)","($23,682,309.50)","($52,355,830.50)",National Munis,11/15/2007,0.25%,N/A,$0.32 ,12/23/2019,$0.02 ,1.29%,0,0.12,33,46.53%,35%,15%,1099,$24.87 ,$24.95 ,N/A,N/A,55.12,C+,B-,B+,B-,B-,C+,B+,N/A,N/A,N/A,N/A,N/A,N/A
OSCV,Opus Small Cap Value Plus ETF,Equity,"$53,395,310.00 ",0.04%,"14,636",$27.10 ,0.26%,No,No,0.39%,1.65%,28.91%,N/A,N/A,$0.00 ,$0.00 ,"$666,962.50 ","$23,153,745.00 ","$35,997,125.00 ","$35,997,125.00 ",Small Cap Growth Equities,7/18/2018,0.79%,N/A,$0.48 ,12/30/2019,$0.16 ,1.76%,16.2,1,82,17.74%,39%,20%,1099,$26.44 ,$27.22 ,$27.00 ,$27.15 ,65.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.86,36.50%,16.45%,104.76,1.35%,2.72%
PAWZ,ProShares Pet Care ETF,Equity,"$53,250,399.00 ",-0.12%,"7,945",$44.35 ,-0.47%,No,No,0.16%,4.70%,23.34%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$26,084,737.00 ","$37,839,114.75 ","$37,839,114.75 ",Global Equities,11/5/2018,0.50%,N/A,$0.18 ,12/24/2019,$0.05 ,0.40%,33.38,0.82,26,66.59%,39%,20%,1099,$41.62 ,$45.16 ,$43.94 ,$44.60 ,69.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.59,0.00%,78.26%,45.81,0.00%,2.02%
TIPZ,PIMCO Broad U.S. TIPS Index Fund,Bond,"$53,067,803.00 ",0.80%,"1,600",$60.35 ,0.45%,No,No,0.96%,1.16%,8.79%,11.26%,12.72%,$0.00 ,$0.00 ,$0.00 ,"($5,746,535.00)","($11,712,854.00)","$1,961,182.50 ",Inflation-Protected Bonds,9/3/2009,0.20%,N/A,$0.99 ,12/30/2019,$0.21 ,1.65%,0,0.56,25,65.86%,35%,15%,1099,$59.48 ,$60.09 ,$60.32 ,$60.37 ,64.05,B-,C+,B,B-,B+,B,B,6.7,96.00%,81.14%,0,0.00%,0.00%
FEUZ,First Trust Eurozone AlphaDEX ETF,Equity,"$53,012,742.00 ",-0.71%,"5,552",$40.57 ,-2.05%,No,No,-1.95%,0.85%,22.74%,31.52%,43.91%,$0.00 ,$0.00 ,$0.00 ,"($5,720,419.50)","$54,123,906.00 ","($281,536,312.00)",Europe Equities,10/21/2014,0.80%,N/A,$0.79 ,12/13/2019,$0.15 ,1.92%,12.43,1,151,12.24%,35%,15%,1099,$39.76 ,$41.55 ,$40.32 ,$40.95 ,53.48,C,C,C,N/A,B-,C+,A-,6.43,7.56%,74.99%,360.54,8.12%,5.50%
NUHY,Nuveen ESG High Yield Corporate Bond ETF,Bond,"$52,981,950.00 ",0.06%,0,$25.32 ,-0.08%,No,No,0.05%,1.40%,N/A,N/A,N/A,$0.00 ,$0.00 ,"$25,191,100.00 ","$27,678,730.00 ","$27,678,730.00 ","$27,678,730.00 ",High Yield Bonds,9/26/2019,0.35%,N/A,$0.35 ,12/27/2019,$0.11 ,1.37%,0,0.39,201,22.93%,39%,20%,1099,$24.92 ,$25.46 ,$25.31 ,$25.33 ,71.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMMD,iShares Russell 2500 ETF,Equity,"$52,769,365.00 ",-0.26%,"10,170",$48.01 ,-0.17%,No,No,-0.19%,1.76%,29.46%,N/A,N/A,"$2,402,845.00 ","$2,402,845.00 ","$11,835,801.00 ","$15,645,754.50 ","$42,804,363.50 ","$42,804,363.50 ",Small Cap Growth Equities,7/6/2017,0.15%,N/A,$0.72 ,12/30/2019,$0.03 ,1.50%,18.88,1.17,506,44.44%,39%,20%,1099,$46.65 ,$48.77 ,N/A,N/A,64.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FPXI,First Trust International IPO ETF,Equity,"$52,596,249.00 ",1.46%,"13,930",$40.80 ,0.02%,No,No,1.24%,4.91%,37.04%,64.27%,50.04%,$0.00 ,$0.00 ,"$1,927,603.00 ","$26,141,520.50 ","$43,734,200.50 ","$43,539,363.00 ",Large Cap Growth Equities,11/4/2014,0.70%,N/A,$0.27 ,12/13/2019,$0.07 ,0.66%,19.92,1.02,51,44.49%,35%,15%,1099,$38.00 ,$40.91 ,$40.39 ,$41.01 ,71.9,C+,B+,C+,N/A,N/A,B-,C+,5,2.16%,38.50%,76.48,0.54%,4.33%
PYZ,Invesco DWA Basic Materials Momentum ETF,Equity,"$52,445,518.00 ",-2.00%,"2,281",$61.69 ,-1.41%,No,No,-1.51%,1.26%,19.07%,7.38%,23.95%,"($6,292,963.00)","($3,152,455.00)","($3,152,455.00)","($20,560,667.50)","($48,354,715.50)","($63,072,182.00)",Materials,10/12/2006,0.60%,N/A,$1.09 ,12/23/2019,$0.27 ,1.74%,18.05,1.4,51,33.50%,35%,15%,1099,$60.25 ,$63.54 ,$61.64 ,$61.75 ,53.74,B,B+,B-,A,A-,B-,B+,3.81,18.84%,15.91%,644.08,3.41%,3.82%
IMFP,Invesco Multi-Factor Core Plus Fixed Income ETF,Bond,"$52,292,986.00 ",0.52%,"12,205",$26.19 ,0.34%,No,No,0.37%,0.66%,9.83%,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Total Bond Market,7/25/2018,0.16%,N/A,$1.34 ,12/23/2019,$0.38 ,5.15%,0,-0.08,376,16.98%,39%,20%,1099,$25.96 ,$26.14 ,$26.16 ,$26.24 ,62.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.44,25.66%,25.36%,320.86,4.65%,1.86%
CEZ,VictoryShares Emerging Market Volatility Weighted ETF,Equity,"$52,214,936.00 ",0.55%,"7,744",$26.60 ,-1.15%,No,No,0.49%,5.86%,14.20%,18.81%,N/A,$0.00 ,$0.00 ,"$3,939,756.00 ","$32,728,736.00 ","$23,037,859.50 ","$46,128,439.50 ",Emerging Markets Equities,3/23/2016,0.50%,N/A,$0.58 ,12/18/2019,$0.03 ,2.17%,13.33,0.68,500,4.76%,20%,39%,1099,$24.37 ,$27.06 ,$26.55 ,$26.64 ,67.32,N/A,N/A,A-,N/A,N/A,N/A,N/A,3.72,13.03%,14.79%,488.89,2.19%,5.42%
PSCC,Invesco S&P SmallCap Consumer Staples ETF,Equity,"$51,894,472.00 ",-0.16%,"2,729",$79.56 ,0.89%,No,No,-0.53%,4.12%,16.22%,19.95%,58.28%,$0.00 ,$0.00 ,$0.00 ,"($25,636,299.00)","($10,245,084.00)","$1,809,247.00 ",Consumer Staples Equities,4/7/2010,0.29%,N/A,$1.81 ,12/23/2019,$0.47 ,2.29%,26.61,0.83,26,63.35%,35%,15%,1099,$74.55 ,$81.67 ,$78.69 ,$80.19 ,66.06,B-,B-,A-,A,B,C+,C,2.6,21.92%,4.76%,85.64,10.25%,20.23%
KNG,Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,Equity,"$51,809,062.00 ",-0.66%,"9,533",$46.01 ,-0.43%,No,No,-0.83%,0.83%,28.03%,N/A,N/A,$0.00 ,$0.00 ,"$3,498,467.50 ","$24,159,472.50 ","$43,705,635.00 ","$43,705,635.00 ",Large Cap Growth Equities,3/26/2018,0.75%,N/A,$1.89 ,12/27/2019,$0.49 ,4.12%,21.08,0.83,58,18.82%,39%,20%,1099,$45.33 ,$46.63 ,$45.88 ,$46.14 ,58.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.29,96.14%,89.53%,159.99,5.44%,9.05%
NRGO,MicroSectors U.S. Big Oil Index 2X Leveraged ETN,Equity,"$51,666,523.00 ",1.84%,0,$51.75 ,-0.96%,No,2x,2.51%,11.36%,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$25,559,200.00 ","$25,559,200.00 ","$25,559,200.00 ",Leveraged Equities,4/9/2019,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,4.66,9,89.90%,39%,20%,1099,$44.35 ,$53.29 ,$51.75 ,$51.75 ,60.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JETS,U.S. Global Jets ETF,Equity,"$51,501,945.00 ",-1.06%,"10,817",$31.17 ,-2.14%,No,No,-1.40%,-0.05%,17.59%,14.30%,N/A,$0.00 ,$0.00 ,$0.00 ,"($42,773,825.00)","($20,223,895.00)","$34,749,450.00 ",Industrials Equities,4/28/2015,0.60%,N/A,$0.54 ,12/23/2019,$0.39 ,1.72%,9.55,1.24,34,70.91%,35%,15%,1099,$30.67 ,$32.26 ,$30.94 ,$31.36 ,49.13,C,B+,C+,N/A,N/A,C,C,1.96,12.12%,2.27%,854.47,3.54%,0.00%
QLC,FlexShares US Quality Large Cap Index Fund,Equity,"$51,448,110.00 ",0.05%,"6,959",$36.78 ,-0.59%,No,No,-0.07%,3.08%,26.49%,39.31%,N/A,$0.00 ,$0.00 ,"($916,177.25)","($17,151,983.50)","$36,675,183.25 ","$40,630,528.25 ",Large Cap Growth Equities,9/23/2015,0.32%,N/A,$0.70 ,12/20/2019,$0.16 ,1.90%,22.1,1.03,145,24.74%,39%,20%,1099,$35.32 ,$37.25 ,$36.73 ,$36.82 ,66.94,N/A,B-,B+,N/A,N/A,N/A,B,5.53,46.13%,50.37%,311.79,9.06%,5.19%
FFIU,Fieldstone/UVA Unconstrained Medium-Term Fixed Income ETF,Bond,"$51,328,477.00 ",0.33%,"5,350",$25.65 ,0.12%,No,No,0.32%,0.62%,9.70%,N/A,N/A,$0.00 ,$0.00 ,"$2,555,960.00 ","$6,322,151.50 ","$33,791,874.00 ","$33,791,874.00 ",Corporate Bonds,8/21/2017,0.51%,N/A,$0.74 ,12/30/2019,$0.07 ,2.91%,0,0.08,136,20.42%,39%,20%,1099,$25.46 ,$25.64 ,$25.63 ,$25.66 ,61.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.34,81.53%,45.97%,49.45,5.68%,6.15%
HECO,EcoLogical Strategy ETF,Equity,"$51,323,730.00 ",0.46%,"6,542",$41.90 ,-0.29%,No,No,0.11%,1.86%,8.52%,18.84%,20.29%,"($1,044,372.25)","($2,088,169.50)","($4,165,289.50)","($20,055,824.25)","$47,730,957.00 ","$44,997,457.00 ",Large Cap Growth Equities,6/18/2012,1.07%,N/A,$0.20 ,12/27/2019,$0.20 ,0.48%,26.8,0.78,32,53.80%,35%,15%,1099,$40.81 ,$42.16 ,$41.78 ,$41.99 ,64.44,C,C,C,B-,C,C,C+,5.76,48.48%,57.39%,25.9,0.00%,5.38%
DWAQ,Invesco DWA NASDAQ Momentum ETF,Equity,"$50,989,856.00 ",-0.70%,"1,764",$127.07 ,-0.81%,No,No,-1.77%,6.95%,50.02%,62.53%,81.25%,"($12,821,351.00)","$65,400.00 ","$65,400.00 ","($9,757.50)","($81,316.00)","$3,735,274.00 ",All Cap Equities,5/1/2003,0.60%,N/A,$0.00 ,12/18/2017,$0.10 ,0.00%,79.82,1.19,101,23.28%,35%,15%,1099,$115.40 ,$133.19 ,N/A,N/A,67.19,C+,B-,B,C+,B-,C,N/A,3.72,29.69%,14.82%,72.11,4.89%,4.96%
NUMV,Nuveen ESG Mid-Cap Value ETF,Equity,"$50,954,270.00 ",-0.66%,"19,850",$30.02 ,-0.53%,No,No,-0.52%,1.06%,30.49%,29.20%,N/A,$0.00 ,$0.00 ,"($4,556,175.00)","($2,127,200.00)","$38,747,286.00 ","$41,219,370.00 ",Mid Cap Blend Equities,12/13/2016,0.40%,N/A,$0.72 ,12/27/2019,$0.72 ,2.40%,71.35,0.98,84,20.74%,20%,39%,1099,$29.45 ,$30.41 ,$29.94 ,$30.07 ,57.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.88,99.69%,84.10%,125.31,1.52%,4.41%
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,Equity,"$50,796,348.00 ",0.00%,"12,648",$26.53 ,-1.27%,No,No,-0.02%,4.88%,28.38%,26.25%,29.99%,$0.00 ,$0.00 ,"($7,919,102.00)","$11,503,648.00 ","$3,265,025.00 ","$10,026,735.10 ",Foreign Large Cap Equities,4/12/2013,0.47%,N/A,$1.02 ,12/20/2019,$0.16 ,3.81%,15.26,0.96,155,20.00%,35%,15%,1099,$25.07 ,$27.06 ,$26.50 ,$26.60 ,66.26,B+,A-,B,N/A,C+,A,B,5.7,20.94%,55.83%,294.58,8.45%,3.10%
XTL,SPDR S&P Telecom ETF,Equity,"$50,672,737.00 ",-0.02%,"5,367",$69.95 ,-0.54%,No,No,0.28%,3.40%,13.36%,5.65%,30.01%,$0.00 ,$0.00 ,$0.00 ,"($55,730,741.25)","$1,967,359.25 ","$24,820,075.25 ",Communications Equities,1/26/2011,0.35%,N/A,$0.83 ,12/23/2019,$0.15 ,1.17%,16.25,1.06,43,32.52%,35%,15%,1099,$66.50 ,$71.24 ,$69.78 ,$70.03 ,59.08,A,C+,A,A,B+,A-,B+,3.13,16.67%,8.29%,32.48,3.55%,1.52%
DRN,Direxion Daily Real Estate Bull 3x Shares,Real Estate,"$50,612,199.00 ",-2.04%,"45,250",$28.85 ,2.27%,No,3x,0.70%,0.34%,88.54%,43.41%,49.28%,$0.00 ,"($1,438,576.50)","($1,438,576.50)","($4,487,645.50)","($42,947,947.00)","($82,668,045.50)",Leveraged Real Estate,7/16/2009,1.04%,N/A,$0.89 ,12/12/2019,$0.40 ,3.17%,31.73,1.67,182,36.09%,35%,15%,1099,$26.33 ,$29.66 ,$28.10 ,$29.30 ,52.4,B+,A+,C+,A+,C+,N/A,N/A,4.43,31.18%,25.21%,100.14,0.46%,6.58%
GDMA,Gadsden Dynamic Multi-Asset ETF,Multi-Asset,"$50,375,902.00 ",0.71%,"30,984",$26.19 ,-0.08%,No,No,0.48%,1.45%,11.37%,N/A,N/A,$0.00 ,$0.00 ,"$7,811,290.00 ","$39,499,595.00 ","$42,577,030.00 ","$42,577,030.00 ",Hedge Fund,11/15/2018,0.71%,N/A,$0.76 ,12/23/2019,$0.33 ,2.92%,15.04,0.25,17,84.89%,39%,20%,1099,$25.74 ,$26.22 ,$26.16 ,$26.21 ,62.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SEA,Invesco Shipping ETF,Equity,"$50,093,631.00 ",-0.20%,"42,169",$10.16 ,-1.26%,No,No,0.49%,3.22%,27.92%,-0.09%,-28.39%,$0.00 ,$0.00 ,$0.00 ,"($3,679,015.00)","($9,038,449.00)","$19,324,670.00 ",Industrials Equities,6/11/2010,0.65%,N/A,$0.38 ,12/23/2019,$0.12 ,3.71%,46.01,1.24,26,62.13%,35%,15%,1099,$9.70 ,$10.31 ,$10.13 ,$10.21 ,62.82,A+,A,A-,A-,A+,A+,A,4.88,31.31%,36.03%,1404.7,0.00%,0.02%
AFK,VanEck Vectors Africa Index ETF,Equity,"$49,920,220.00 ",0.12%,"9,134",$20.31 ,-1.02%,No,No,0.59%,4.19%,9.72%,13.46%,-8.86%,$0.00 ,$0.00 ,"($3,143,980.50)","($5,311,811.00)","($21,111,364.50)","($26,815,063.50)",Foreign Large Cap Equities,7/10/2008,0.78%,N/A,$1.29 ,12/23/2019,$1.29 ,6.27%,11.9,0.77,81,57.19%,35%,15%,1099,$18.87 ,$20.68 ,$20.25 ,$20.42 ,64.46,B,B,C+,C,A-,B-,B,5.97,95.73%,63.35%,255.22,2.93%,2.26%
FIDI,Fidelity International High Dividend ETF,Equity,"$49,760,571.00 ",0.06%,"15,678",$21.61 ,-1.01%,No,No,-0.23%,2.62%,15.81%,N/A,N/A,$0.00 ,$0.00 ,"$2,153,702.00 ","$24,790,585.00 ","$40,243,894.00 ","$40,243,894.00 ",Foreign Large Cap Equities,1/16/2018,0.39%,N/A,$0.92 ,12/20/2019,$0.12 ,4.25%,12.21,0.76,96,24.36%,39%,20%,1099,$20.89 ,$21.99 ,$21.51 ,$21.73 ,60.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.03,81.56%,86.16%,228.45,4.44%,4.17%
EWK,iShares MSCI Belgium ETF,Equity,"$49,734,118.00 ",0.15%,"20,142",$20.00 ,-0.84%,No,No,-0.20%,2.79%,26.79%,24.15%,39.21%,"($3,228,188.80)","($3,228,188.80)","($3,228,188.80)","($6,118,557.60)","($45,488,148.00)","($98,395,831.20)",Europe Equities,3/12/1996,0.47%,N/A,$0.55 ,12/16/2019,$0.21 ,2.75%,18.07,0.86,46,66.84%,35%,15%,1099,$19.28 ,$20.20 ,$19.94 ,$20.06 ,65.13,A-,B+,B+,A-,B+,B,B-,6.86,13.78%,83.79%,168.65,18.01%,10.07%
WBIL,WBI Bull|Bear Quality 1000 ETF,Equity,"$49,723,651.00 ",-0.29%,"7,347",$27.20 ,-0.66%,No,No,-1.01%,1.17%,11.03%,19.90%,15.92%,$0.00 ,$0.00 ,"($2,742,350.00)","$10,779,178.41 ","($25,307,351.59)","($61,572,606.59)",Large Cap Growth Equities,8/25/2014,1.21%,N/A,$0.18 ,9/17/2019,$0.03 ,0.65%,20.66,0.65,48,44.23%,35%,15%,1099,$26.76 ,$27.65 ,$27.05 ,$27.31 ,55.1,B-,B,C,N/A,A+,C,N/A,6.08,81.45%,66.54%,32.49,0.00%,9.22%
NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETN,Equity,"$49,502,896.00 ",2.69%,N/A,$49.62 ,-1.43%,No,3x,3.68%,N/A,N/A,N/A,N/A,$0.00 ,$0.00 ,$0.00 ,"$25,837,150.00 ","$25,837,150.00 ","$25,837,150.00 ",Leveraged Equities,4/9/2019,0.95%,N/A,$0.00 ,N/A,N/A,0.00%,0,0,9,89.90%,39%,20%,1099,N/A,N/A,$47.77 ,$53.33 ,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TBND,Tactical Income ETF,Multi-Asset,"$49,352,358.00 ",1.02%,"14,805",$24.30 ,0.66%,No,No,0.67%,1.01%,N/A,N/A,N/A,$0.00 ,$0.00 ,"($3,642,294.00)","($23,662,277.50)","($23,662,277.50)","($23,662,277.50)",Diversified Portfolio,6/17/2019,1.59%,N/A,$0.14 ,12/19/2019,$0.14 ,0.57%,0,0.58,14,99.97%,39%,20%,1099,$23.99 ,$24.24 ,$24.26 ,$24.32 ,60.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIDU,Direxion Daily Mid Cap Bull 3X Shares,Equity,"$48,790,791.00 ",-1.26%,"23,380",$48.73 ,-1.60%,No,3x,-1.09%,4.74%,85.80%,52.43%,102.71%,$0.00 ,$0.00 ,"($2,331,657.50)","($29,296,200.50)","($40,465,083.50)","($70,633,793.68)",Leveraged Equities,1/8/2009,1.06%,N/A,$0.51 ,12/23/2019,$0.17 ,1.03%,20.02,3.22,2,100.00%,35%,15%,1099,$45.10 ,$50.76 ,$47.96 ,$49.22 ,60.05,A-,B+,B+,C+,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CEFS,Saba Closed-End Funds ETF,Multi-Asset,"$48,591,827.00 ",0.00%,"8,058",$20.73 ,-0.24%,No,No,0.46%,3.85%,27.72%,N/A,N/A,$0.00 ,$0.00 ,"$1,025,122.50 ","$8,818,543.00 ","$44,835,455.50 ","$44,835,455.50 ",Diversified Portfolio,3/21/2017,2.56%,N/A,$1.73 ,12/20/2019,$0.14 ,8.33%,18.57,0.65,16,99.27%,39%,20%,1099,$19.79 ,$20.98 ,$20.64 ,$20.85 ,78.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MBSD,FlexShares Disciplined Duration MBS Index Fund,Bond,"$48,252,199.00 ",0.28%,"17,544",$23.53 ,0.09%,No,No,0.21%,0.19%,5.68%,7.31%,8.93%,$0.00 ,$0.00 ,"$3,519,223.50 ","($27,671,747.50)","$12,722,120.00 ","$40,233,910.03 ",Mortgage Backed Securities,9/3/2014,0.20%,N/A,$0.80 ,12/20/2019,$0.05 ,3.41%,0,-0.02,40,40.00%,35%,15%,1099,$23.42 ,$23.53 ,N/A,N/A,57.03,N/A,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
